img,Prediction,,,
4373,0.927769,1 243600,1,
3994,0.00151337,,0,
4848,0.973393,1 243600,1,
4260,0.323945,,0,
1221,0.842081,,0,
785,0.978455,1 243600,1,
469,0.0643508,,0,
5462,0.00548075,,0,
1403,0.84753,,0,
4141,0.876641,,0,
1408,0.271029,,0,
5100,0.989211,1 243600,1,
4931,0.03581,,0,
1897,0.258424,,0,
2056,0.527838,,0,
3171,0.0132606,,0,
2156,0.502494,,0,
4563,0.0740435,,0,
2911,0.0418185,,0,
2931,0.000251126,,0,
4857,0.00155345,,0,
100,0.00369312,,0,
2464,0.374363,,0,
2511,0.00857997,,0,
1538,0.539434,,0,
2148,0.164226,,0,
3958,0.100863,,0,
3886,0.28729,,0,
3975,0.144704,,0,
22,0.212819,,0,
2455,0.868174,,0,
1913,0.000582324,,0,
4982,0.6728,,0,
984,0.164473,,0,
1551,0.555207,,0,
1267,0.528784,,0,
3250,0.745675,,0,
4409,0.364997,,0,
3765,0.336707,,0,
4556,0.0386242,,0,
3608,0.530898,,0,
1495,0.498699,,0,
1367,0.656357,,0,
3963,0.755751,,0,
2768,0.780242,,0,
28,0.12152,,0,
2049,0.347428,,0,
4224,0.0480538,,0,
458,0.98469,1 243600,1,
2243,0.842915,,0,
3936,0.00113823,,0,
2342,0.00118618,,0,
5089,0.265999,,0,
1831,0.0204579,,0,
336,0.0697955,,0,
3610,0.221588,,0,
552,0.0549066,,0,
1336,0.778954,,0,
4974,0.358358,,0,
3325,0.659003,,0,
2902,0.00116148,,0,
3248,0.621383,,0,
182,0.320105,,0,
2033,0.260217,,0,
2708,0.406534,,0,
4054,0.0475708,,0,
1433,0.0899152,,0,
1604,0.779165,,0,
2127,0.568172,,0,
3842,0.771439,,0,
1266,0.733445,,0,
4284,0.00292759,,0,
2387,0.874517,,0,
4728,0.036508,,0,
2607,0.625648,,0,
845,0.0548768,,0,
73,0.0263313,,0,
1908,0.000124691,,0,
3516,0.812201,,0,
4392,0.415513,,0,
5453,0.488158,,0,
1220,0.0181371,,0,
1021,0.156953,,0,
3264,0.686006,,0,
2878,0.998091,1 243600,1,
3372,0.13086,,0,
462,0.048856,,0,
2518,0.256514,,0,
4714,0.00284371,,0,
1388,0.0120756,,0,
1554,0.673622,,0,
2596,0.265263,,0,
3046,0.806321,,0,
5240,0.148397,,0,
1636,0.459272,,0,
365,0.282754,,0,
1205,0.00614692,,0,
1548,0.0273992,,0,
4666,0.867945,,0,
3245,0.114858,,0,
735,0.000175683,,0,
3756,0.0595209,,0,
2474,0.0292312,,0,
1798,0.15085,,0,
3107,0.032765,,0,
1262,0.0201446,,0,
4147,0.393276,,0,
1030,0.19617,,0,
2605,0.62687,,0,
5497,0.00113373,,0,
1696,0.196417,,0,
891,0.66801,,0,
1938,0.88949,,0,
133,0.261834,,0,
232,0.868207,,0,
2575,0.172316,,0,
301,0.276961,,0,
1709,0.060178,,0,
3877,0.130701,,0,
4953,0.23536,,0,
3552,0.00771072,,0,
5121,0.930605,1 243600,1,
1712,0.267072,,0,
4226,0.12692,,0,
1962,0.00691147,,0,
1354,0.167193,,0,
4940,0.664512,,0,
2488,0.0385315,,0,
924,0.38723,,0,
5284,0.000758789,,0,
2646,0.308718,,0,
2390,0.149265,,0,
2167,0.0411375,,0,
249,0.887792,,0,
3258,0.278855,,0,
3564,0.441091,,0,
227,0.27301,,0,
3908,0.546918,,0,
1396,0.560944,,0,
359,0.833385,,0,
1911,0.0391953,,0,
3995,0.26768,,0,
4514,0.00485047,,0,
2501,0.0792904,,0,
1557,0.0100019,,0,
2785,0.121872,,0,
606,0.969779,1 243600,1,
3684,0.0563337,,0,
567,0.0573287,,0,
3040,0.995014,1 243600,1,
3019,0.00403048,,0,
5066,0.87847,,0,
3999,0.882944,,0,
3129,0.706483,,0,
3899,0.000465525,,0,
3949,0.847411,,0,
2800,0.249118,,0,
4066,0.00263672,,0,
5044,3.78E-05,,0,
5277,0.28663,,0,
4861,0.521754,,0,
5323,0.341139,,0,
3566,0.0065992,,0,
5403,0.684964,,0,
332,0.235831,,0,
3675,0.845429,,0,
5011,0.257478,,0,
5392,0.00399278,,0,
472,0.0567093,,0,
1292,0.000147602,,0,
1653,0.765909,,0,
1879,0.0299715,,0,
5055,0.21224,,0,
3668,0.478279,,0,
1069,0.698133,,0,
4993,0.975612,1 243600,1,
1722,0.100077,,0,
2580,0.938636,1 243600,1,
2100,0.00632527,,0,
2405,0.0860802,,0,
2263,0.802207,,0,
2949,0.281091,,0,
2071,0.148643,,0,
921,0.963029,1 243600,1,
977,0.297193,,0,
2678,0.0116367,,0,
717,0.211166,,0,
593,0.0126568,,0,
206,0.00624385,,0,
750,0.388395,,0,
3578,0.806911,,0,
3816,0.918976,1 243600,1,
3517,0.987751,1 243600,1,
3673,0.0333392,,0,
2781,0.144293,,0,
958,0.485195,,0,
2577,0.260229,,0,
466,0.674088,,0,
973,0.962993,1 243600,1,
3301,0.482405,,0,
2478,0.0399868,,0,
418,0.222437,,0,
3694,0.0812305,,0,
4097,0.397597,,0,
3260,0.581096,,0,
402,0.283776,,0,
4934,5.04E-05,,0,
1494,0.79823,,0,
2811,0.0535319,,0,
235,0.00265239,,0,
3726,0.389539,,0,
297,0.0848985,,0,
277,0.0650622,,0,
5302,0.469968,,0,
1923,0.000747938,,0,
517,0.0290846,,0,
4448,0.238874,,0,
4295,0.126319,,0,
4150,0.957816,1 243600,1,
2190,0.0305429,,0,
215,0.819048,,0,
2753,0.0414909,,0,
1076,0.465165,,0,
1290,0.0642139,,0,
3838,0.969384,1 243600,1,
1599,0.00749214,,0,
2143,0.613325,,0,
2179,0.0504328,,0,
4565,0.0526972,,0,
1828,0.0196211,,0,
3401,0.440322,,0,
3228,0.629019,,0,
3794,0.0146849,,0,
3598,0.328081,,0,
5270,0.414058,,0,
1457,0.185766,,0,
3297,0.639242,,0,
5415,0.143932,,0,
4205,0.304093,,0,
5244,0.910416,1 243600,1,
4611,0.531405,,0,
940,0.127192,,0,
1172,0.252255,,0,
4657,0.0281432,,0,
772,0.98806,1 243600,1,
2328,0.0254735,,0,
821,0.485886,,0,
4317,0.277952,,0,
2426,0.0190313,,0,
3968,0.0419102,,0,
2741,0.0992333,,0,
3664,0.311531,,0,
2027,0.600189,,0,
3125,0.00654105,,0,
3940,0.686175,,0,
2598,0.246508,,0,
1260,0.34411,,0,
2219,0.901203,1 243600,1,
4112,0.320933,,0,
3863,0.850611,,0,
2510,0.67777,,0,
3441,0.0697839,,0,
3557,0.321465,,0,
1527,0.0572401,,0,
1679,0.000942263,,0,
4208,0.000713387,,0,
1614,0.491865,,0,
1917,0.135237,,0,
3103,0.0617339,,0,
5375,0.363621,,0,
4996,0.00233443,,0,
4106,0.0197197,,0,
5408,0.157638,,0,
2259,0.416256,,0,
5316,0.509996,,0,
4530,0.000424143,,0,
4274,0.0436172,,0,
3544,0.966168,1 243600,1,
629,0.983165,1 243600,1,
2291,0.994865,1 243600,1,
1006,0.746835,,0,
320,0.301183,,0,
3524,0.196396,,0,
2657,0.112569,,0,
2980,0.231151,,0,
5477,0.674737,,0,
516,0.509391,,0,
1066,0.253765,,0,
2520,0.847426,,0,
2538,0.79244,,0,
1192,0.841198,,0,
3637,0.00207502,,0,
833,0.185887,,0,
656,0.592823,,0,
851,0.034152,,0,
5321,0.533729,,0,
5015,0.626476,,0,
790,0.00588065,,0,
421,0.00372884,,0,
3938,0.60129,,0,
1989,0.0897573,,0,
1211,0.0209262,,0,
200,0.685136,,0,
4014,0.62063,,0,
5203,0.164524,,0,
1239,0.483747,,0,
855,0.838927,,0,
3727,0.725406,,0,
639,0.362169,,0,
4815,0.0212282,,0,
5387,0.316293,,0,
879,0.134209,,0,
4805,0.701578,,0,
5125,0.992269,1 243600,1,
666,0.00214129,,0,
1079,0.178003,,0,
1922,0.32405,,0,
1099,0.41359,,0,
3074,0.370463,,0,
825,0.66134,,0,
5271,0.858624,,0,
4012,0.98826,1 243600,1,
5056,0.06654,,0,
4540,0.561321,,0,
756,0.164251,,0,
1316,0.204852,,0,
2526,0.0626358,,0,
3817,0.710353,,0,
1769,0.146103,,0,
4548,0.674629,,0,
3705,0.623159,,0,
4003,0.109664,,0,
3601,0.0148735,,0,
740,0.818884,,0,
1465,0.295277,,0,
3825,0.316035,,0,
3696,0.00864194,,0,
5382,0.99979,1 243600,1,
4308,0.26663,,0,
3997,0.371165,,0,
3466,0.952553,1 243600,1,
3285,0.656311,,0,
2550,0.00977056,,0,
3123,0.714121,,0,
4978,0.000454101,,0,
4886,0.165973,,0,
4453,0.0485905,,0,
1200,0.0433371,,0,
5090,0.0294323,,0,
4521,0.213646,,0,
1381,0.0426868,,0,
1289,0.044057,,0,
220,0.37998,,0,
1870,0.914824,1 243600,1,
1392,0.81262,,0,
1560,0.000143634,,0,
3424,0.000445149,,0,
3964,0.00847831,,0,
2783,0.0329046,,0,
1478,0.912167,1 243600,1,
1421,0.00249869,,0,
2847,0.00281538,,0,
2835,0.0726452,,0,
2331,0.0100828,,0,
4231,0.431049,,0,
4831,0.0173874,,0,
5505,0.203845,,0,
4822,0.853208,,0,
259,0.423068,,0,
408,0.0923234,,0,
547,0.982962,1 243600,1,
2401,0.0313502,,0,
3460,0.466738,,0,
1589,0.0277361,,0,
708,0.272369,,0,
1638,0.00371295,,0,
1114,0.0427779,,0,
265,0.0162132,,0,
1212,0.96472,1 243600,1,
1131,0.876234,,0,
4879,0.00596785,,0,
4293,0.275299,,0,
4973,0.324576,,0,
4399,0.098421,,0,
4444,0.0136625,,0,
3155,0.126106,,0,
1921,0.0147678,,0,
1688,0.998926,1 243600,1,
1052,0.928843,1 243600,1,
5008,0.0330472,,0,
562,0.0716935,,0,
1621,0.118994,,0,
734,0.101597,,0,
1070,0.117076,,0,
1377,0.999549,1 243600,1,
660,0.184422,,0,
3296,0.253583,,0,
4755,0.0457474,,0,
342,0.0157602,,0,
3563,0.0769308,,0,
3005,0.570696,,0,
1437,0.00736134,,0,
944,0.171819,,0,
2787,0.27578,,0,
2842,0.237338,,0,
4285,0.486692,,0,
2239,0.0980163,,0,
1910,0.28699,,0,
1678,0.0354485,,0,
2992,0.834022,,0,
1407,0.900902,1 243600,1,
252,0.302426,,0,
3667,0.927647,1 243600,1,
3523,0.0824564,,0,
1045,0.813322,,0,
278,0.114857,,0,
2197,0.00191852,,0,
4683,0.048967,,0,
5397,0.246587,,0,
25,0.836893,,0,
4951,0.0715064,,0,
334,0.367255,,0,
4775,0.353362,,0,
3562,0.0209991,,0,
2209,0.0777525,,0,
5322,0.186493,,0,
686,0.0038251,,0,
2937,0.0643547,,0,
643,0.0662611,,0,
5212,0.186999,,0,
4362,0.0183771,,0,
3034,0.97939,1 243600,1,
1049,0.000118971,,0,
689,0.0111601,,0,
1379,0.0201484,,0,
1635,0.190776,,0,
1810,0.138553,,0,
2431,0.184185,,0,
5023,0.386697,,0,
1824,0.2988,,0,
949,0.0248585,,0,
3379,0.537429,,0,
4531,0.254951,,0,
5478,0.261591,,0,
3688,0.178257,,0,
595,0.0245895,,0,
2047,0.298113,,0,
4318,0.628311,,0,
240,0.878317,,0,
998,0.0687193,,0,
1447,0.52481,,0,
2958,0.0111982,,0,
3017,0.813773,,0,
5085,0.00411551,,0,
2186,0.249954,,0,
5067,0.159096,,0,
394,0.339531,,0,
987,0.0281747,,0,
4265,0.0250506,,0,
3761,0.0345756,,0,
5110,0.119802,,0,
1771,0.155888,,0,
2651,0.101147,,0,
3639,0.309199,,0,
3270,0.0468001,,0,
3646,0.0510423,,0,
5313,0.997954,1 243600,1,
5123,0.0975665,,0,
3448,0.415856,,0,
3593,0.434434,,0,
434,0.830188,,0,
3012,0.402996,,0,
3760,0.204449,,0,
5135,0.0156258,,0,
4403,0.112526,,0,
5295,0.841852,,0,
5405,0.190696,,0,
2250,0.0270836,,0,
2658,0.0819581,,0,
2206,0.381806,,0,
2268,0.684964,,0,
1483,0.0263706,,0,
4971,0.00358463,,0,
1046,0.0092878,,0,
2136,0.528367,,0,
2232,0.778979,,0,
615,0.0210329,,0,
4052,0.0127819,,0,
4963,0.180197,,0,
2569,0.0719298,,0,
4048,0.00210381,,0,
2080,0.913216,1 243600,1,
1811,0.999798,1 243600,1,
2824,0.407163,,0,
2685,0.200702,,0,
3487,0.00262066,,0,
2703,0.552848,,0,
4036,0.112992,,0,
403,0.0622238,,0,
1321,0.524458,,0,
3402,0.549679,,0,
2548,0.344685,,0,
3072,0.0771099,,0,
1322,0.0238435,,0,
4057,0.02394,,0,
3857,0.0457789,,0,
3972,0.600546,,0,
4270,0.459658,,0,
120,0.000269584,,0,
2818,0.248926,,0,
5326,0.0997764,,0,
1597,0.52782,,0,
340,0.535586,,0,
3821,0.252866,,0,
1715,0.866332,,0,
2182,0.0055196,,0,
5237,0.0668691,,0,
2109,0.843709,,0,
876,0.039023,,0,
1768,0.250942,,0,
3339,0.378763,,0,
1520,0.00308709,,0,
4535,0.00307502,,0,
837,0.240138,,0,
335,0.240308,,0,
3481,0.993626,1 243600,1,
5238,0.560921,,0,
5483,0.0968583,,0,
529,0.686539,,0,
97,0.243395,,0,
2296,0.0575216,,0,
1017,0.489196,,0,
4456,0.0290316,,0,
596,0.26417,,0,
1308,0.915843,1 243600,1,
255,0.424783,,0,
4912,0.0291845,,0,
530,0.364884,,0,
3661,0.00657452,,0,
2754,0.0133941,,0,
627,0.519865,,0,
4989,0.94282,1 243600,1,
2549,0.00853369,,0,
3983,0.0782724,,0,
1242,0.632897,,0,
3717,0.0595427,,0,
594,0.273583,,0,
1664,0.0785514,,0,
3229,0.0458822,,0,
901,0.0163911,,0,
1730,0.938191,1 243600,1,
895,0.398052,,0,
525,0.00224799,,0,
4636,0.135218,,0,
4101,0.816296,,0,
3837,0.417252,,0,
2572,0.0181795,,0,
3177,0.490856,,0,
3216,0.150969,,0,
1175,0.266882,,0,
2269,0.588894,,0,
2916,0.0542221,,0,
4905,0.880743,,0,
4377,0.167774,,0,
4247,0.000118381,,0,
3925,0.227197,,0,
3122,0.964676,1 243600,1,
4327,0.000152042,,0,
2355,0.000158788,,0,
1410,0.622153,,0,
2838,0.141077,,0,
5151,0.0239526,,0,
4099,0.00362146,,0,
4312,0.00249113,,0,
483,0.460441,,0,
3532,0.19614,,0,
1477,0.88506,,0,
5103,0.412319,,0,
814,0.297859,,0,
4450,0.12544,,0,
167,0.125115,,0,
2058,0.0597958,,0,
4651,0.646851,,0,
196,0.708752,,0,
4442,0.59945,,0,
119,0.858127,,0,
3392,0.0109246,,0,
3294,0.633929,,0,
1656,0.89256,,0,
4575,0.328942,,0,
5391,0.28454,,0,
4629,0.67746,,0,
4749,0.287291,,0,
3065,0.0324558,,0,
1524,0.562383,,0,
3655,0.792053,,0,
690,0.80753,,0,
4369,0.003521,,0,
4157,0.00501043,,0,
3577,0.00487049,,0,
2720,0.763106,,0,
10,0.369156,,0,
2687,0.0844795,,0,
1671,0.553083,,0,
1606,0.538959,,0,
5206,0.641362,,0,
3195,0.027841,,0,
4144,0.388178,,0,
3701,0.838748,,0,
1814,0.970703,1 243600,1,
769,0.985178,1 243600,1,
1116,0.426225,,0,
3815,0.974034,1 243600,1,
1438,0.288281,,0,
5220,0.0147665,,0,
5002,0.111991,,0,
284,0.170551,,0,
2081,0.527723,,0,
2403,0.184876,,0,
1574,0.16849,,0,
1687,0.974044,1 243600,1,
2450,0.4937,,0,
1130,0.835917,,0,
705,0.23011,,0,
1561,0.650761,,0,
4880,0.344753,,0,
1473,0.0240528,,0,
1036,0.544315,,0,
5416,0.569214,,0,
4801,0.0323336,,0,
1716,0.394544,,0,
2298,0.427855,,0,
3984,0.219641,,0,
677,0.0630173,,0,
2207,0.955326,1 243600,1,
550,0.346516,,0,
4513,0.889297,,0,
260,0.897834,,0,
1809,0.00546697,,0,
3582,0.00263117,,0,
3194,0.801553,,0,
1008,0.14593,,0,
1168,0.676182,,0,
1893,0.510212,,0,
1361,0.246472,,0,
4591,0.000294473,,0,
3956,0.792736,,0,
764,0.42059,,0,
1181,0.000929655,,0,
3660,0.605001,,0,
5260,0.6176,,0,
3520,0.00922072,,0,
3955,0.815965,,0,
1493,0.210424,,0,
3992,0.859822,,0,
3526,0.707944,,0,
1899,0.0553043,,0,
2489,0.161218,,0,
520,0.0534924,,0,
2519,0.117351,,0,
4508,0.000308464,,0,
1193,0.638765,,0,
4301,0.0927766,,0,
1555,0.480362,,0,
1896,0.0380013,,0,
4375,0.851564,,0,
3521,0.391597,,0,
3227,0.000829789,,0,
1183,0.317642,,0,
1682,0.139077,,0,
4472,0.733379,,0,
4353,0.68496,,0,
198,0.994594,1 243600,1,
69,0.633666,,0,
4810,0.23852,,0,
3576,0.865952,,0,
101,0.500816,,0,
3634,0.402814,,0,
3383,0.493842,,0,
1327,0.437453,,0,
1240,0.262179,,0,
3346,0.102449,,0,
4029,0.614281,,0,
3336,0.332676,,0,
3202,0.437393,,0,
1982,0.0951399,,0,
4588,0.192444,,0,
2625,0.0633418,,0,
3269,0.00262968,,0,
4668,0.187699,,0,
3291,0.58112,,0,
429,0.416773,,0,
971,0.000571796,,0,
826,0.712693,,0,
4599,0.0592116,,0,
1950,0.108969,,0,
1068,0.977787,1 243600,1,
2475,0.224051,,0,
4178,0.887883,,0,
1918,0.20986,,0,
5171,0.34085,,0,
4739,0.288803,,0,
1967,0.000406493,,0,
4163,0.350191,,0,
3926,0.00950133,,0,
2942,0.00850934,,0,
5487,0.138243,,0,
3511,0.685078,,0,
737,0.439894,,0,
4923,0.857399,,0,
523,0.795669,,0,
3387,0.101194,,0,
713,0.0456134,,0,
582,0.383291,,0,
2819,0.383966,,0,
2377,0.132967,,0,
3501,0.0153319,,0,
4083,0.0434546,,0,
3982,0.133193,,0,
3528,0.658287,,0,
2096,0.0868688,,0,
4519,0.00474525,,0,
3288,0.00266052,,0,
1705,0.935314,1 243600,1,
2659,0.506593,,0,
88,0.0612422,,0,
4041,0.294211,,0,
1763,0.97615,1 243600,1,
4904,0.0637043,,0,
1199,0.0664677,,0,
4768,0.0222077,,0,
5330,0.189729,,0,
3803,0.0958405,,0,
725,0.0344405,,0,
754,0.00768484,,0,
5010,0.00274967,,0,
5108,0.893508,,0,
2996,0.962994,1 243600,1,
999,0.952475,1 243600,1,
2379,0.000605545,,0,
390,0.353062,,0,
5307,0.541266,,0,
5254,0.96298,1 243600,1,
4214,0.027586,,0,
4428,0.0146583,,0,
722,0.3449,,0,
3804,0.664512,,0,
4736,0.0489749,,0,
1978,0.132439,,0,
1169,0.345042,,0,
4310,0.703212,,0,
4596,0.150712,,0,
3555,0.81437,,0,
3266,0.00599783,,0,
1818,0.0586326,,0,
2486,0.705491,,0,
1532,0.919933,1 243600,1,
2543,0.166218,,0,
1415,0.0235957,,0,
2364,0.119243,,0,
3996,0.113794,,0,
536,0.040227,,0,
1173,0.339274,,0,
4995,0.138535,,0,
1179,0.232523,,0,
3961,0.64801,,0,
1941,0.742009,,0,
4435,0.02306,,0,
5386,0.768755,,0,
4616,0.0188096,,0,
682,0.705731,,0,
919,0.200141,,0,
3077,0.133365,,0,
1946,0.196128,,0,
2892,0.00238545,,0,
3431,0.477632,,0,
697,0.548681,,0,
2813,0.0335451,,0,
2294,0.232883,,0,
589,0.0277653,,0,
3271,0.682305,,0,
1958,0.299264,,0,
4938,0.154402,,0,
65,0.0362322,,0,
5296,0.00259763,,0,
1129,0.38499,,0,
1531,0.194707,,0,
3253,0.851108,,0,
1053,0.219721,,0,
1568,0.0436846,,0,
1833,0.114092,,0,
2362,0.971477,1 243600,1,
4092,0.963335,1 243600,1,
1107,0.136298,,0,
4437,0.224528,,0,
4909,0.000918521,,0,
3711,0.018613,,0,
503,0.382147,,0,
3469,0.0296103,,0,
3636,0.377733,,0,
3393,0.0505028,,0,
214,0.453261,,0,
4350,0.255443,,0,
2381,0.0920214,,0,
3859,0.604993,,0,
3613,0.0144376,,0,
479,0.925356,1 243600,1,
3200,0.661317,,0,
601,0.274285,,0,
2476,0.0658873,,0,
1540,0.829649,,0,
87,0.105992,,0,
2376,0.782277,,0,
603,0.715058,,0,
1766,0.120235,,0,
3106,0.193905,,0,
2955,0.096132,,0,
1311,0.0693197,,0,
2180,0.126609,,0,
4786,0.223664,,0,
3687,0.987445,1 243600,1,
5170,0.58986,,0,
4567,0.256432,,0,
4729,0.860829,,0,
5063,0.527658,,0,
1649,0.00386236,,0,
5357,0.777525,,0,
2692,0.397597,,0,
4501,0.00396022,,0,
3204,0.36421,,0,
113,0.0149806,,0,
4107,0.967634,1 243600,1,
1110,0.00597656,,0,
5177,0.00196204,,0,
1808,0.0967873,,0,
4515,0.770793,,0,
3211,0.958954,1 243600,1,
1121,0.943116,1 243600,1,
5156,0.116699,,0,
3832,0.00838989,,0,
2170,0.155041,,0,
801,0.154156,,0,
3739,0.153444,,0,
4612,0.0133392,,0,
2971,0.60979,,0,
4219,0.334069,,0,
4193,0.00118535,,0,
2458,0.0636365,,0,
2479,0.999496,1 243600,1,
693,7.61E-05,,0,
2134,0.430076,,0,
2367,0.458084,,0,
3506,0.678504,,0,
3109,0.0614302,,0,
4941,0.0124031,,0,
2983,0.00053342,,0,
4946,0.13798,,0,
2076,0.0643355,,0,
5166,0.000379974,,0,
5304,0.700224,,0,
3417,0.000490411,,0,
1850,0.172143,,0,
950,0.0766293,,0,
681,0.0695549,,0,
4374,0.701743,,0,
496,0.437601,,0,
2689,0.0108529,,0,
3428,0.773419,,0,
3124,0.311932,,0,
641,0.0837513,,0,
4919,0.0428684,,0,
3447,0.839555,,0,
1109,0.000173415,,0,
1880,0.00321983,,0,
917,0.00263448,,0,
2359,0.413334,,0,
26,0.0185012,,0,
3866,0.0920657,,0,
1460,0.548904,,0,
3071,0.0985263,,0,
3334,0.147766,,0,
1487,0.99514,1 243600,1,
4935,0.0163892,,0,
5218,0.273676,,0,
3233,0.155348,,0,
2086,0.00904808,,0,
1954,0.952296,1 243600,1,
2606,0.0447865,,0,
4343,0.754598,,0,
4776,0.0308888,,0,
939,0.0752536,,0,
3868,0.461619,,0,
3006,0.00231921,,0,
3545,0.167161,,0,
2950,0.192611,,0,
1082,0.225944,,0,
238,0.962959,1 243600,1,
4962,0.0897743,,0,
3303,0.131181,,0,
3942,0.122033,,0,
4069,0.991563,1 243600,1,
3436,0.883941,,0,
3666,0.0210237,,0,
1860,0.780124,,0,
3432,0.975705,1 243600,1,
2531,0.425716,,0,
4492,0.00809155,,0,
4342,0.00216724,,0,
3731,0.529279,,0,
4706,0.108424,,0,
2322,0.312857,,0,
583,0.01197,,0,
1931,0.611924,,0,
2063,0.594889,,0,
1238,0.4796,,0,
4499,0.202689,,0,
4465,0.0170941,,0,
5437,0.251497,,0,
4243,0.0118067,,0,
187,0.011532,,0,
369,0.993935,1 243600,1,
3305,0.0847189,,0,
3265,0.144033,,0,
3847,0.563858,,0,
1533,0.000861709,,0,
2445,0.932633,1 243600,1,
2727,0.654221,,0,
5004,0.0929459,,0,
1947,0.765769,,0,
4738,0.55034,,0,
29,0.10019,,0,
3903,0.333463,,0,
3409,0.831541,,0,
2124,6.51E-05,,0,
1086,0.106246,,0,
3359,0.0145552,,0,
224,4.46E-05,,0,
616,0.0195242,,0,
2085,0.332949,,0,
2146,0.448298,,0,
3495,0.453703,,0,
854,0.171724,,0,
1529,0.321362,,0,
1537,0.134416,,0,
213,0.0547499,,0,
1588,0.602938,,0,
1312,0.966696,1 243600,1,
1355,0.690229,,0,
5469,0.372371,,0,
2867,0.25165,,0,
2642,0.528448,,0,
368,0.701346,,0,
426,0.00142075,,0,
2253,0.201818,,0,
1640,0.00278807,,0,
728,0.826888,,0,
2988,0.141307,,0,
4046,0.574507,,0,
3049,0.191655,,0,
533,0.971906,1 243600,1,
3977,0.0451343,,0,
1459,0.826178,,0,
338,0.0817495,,0,
3757,0.383609,,0,
4916,0.31038,,0,
3446,0.0207445,,0,
3895,0.173721,,0,
956,0.110044,,0,
997,0.33628,,0,
5449,0.00165502,,0,
2168,0.812488,,0,
5185,0.203304,,0,
4245,0.237264,,0,
3807,0.0168605,,0,
2266,0.0908136,,0,
327,0.270549,,0,
2105,0.375275,,0,
1248,0.00842479,,0,
2814,0.958444,1 243600,1,
4340,0.2256,,0,
2302,0.89376,,0,
5420,0.377457,,0,
3533,0.125943,,0,
1147,0.593548,,0,
5346,0.0327953,,0,
134,0.842715,,0,
4969,0.423446,,0,
2187,0.585902,,0,
1521,0.0843703,,0,
5097,0.0235688,,0,
4417,0.298655,,0,
5492,0.00952813,,0,
2725,0.46521,,0,
4720,0.561579,,0,
3798,0.172175,,0,
4944,0.94801,1 243600,1,
3561,0.556034,,0,
3397,0.00598319,,0,
3360,0.823628,,0,
5281,0.80604,,0,
1566,0.425667,,0,
3894,0.539489,,0,
702,0.0129653,,0,
1499,0.715463,,0,
4386,0.46997,,0,
1037,0.00266202,,0,
4553,0.508781,,0,
2285,0.878165,,0,
5428,0.936802,1 243600,1,
4129,0.0043959,,0,
1556,0.0622093,,0,
3079,0.697624,,0,
5491,0.249427,,0,
1988,0.0302645,,0,
5499,0.408644,,0,
3889,0.832325,,0,
510,0.500204,,0,
1700,0.98802,1 243600,1,
4687,0.0574849,,0,
707,0.0310588,,0,
3166,0.45249,,0,
440,0.365099,,0,
3437,0.0695725,,0,
228,0.995007,1 243600,1,
